TransID,CustID,TransTotal,TransNumItems,TransDesc
4755422,45898,50.44,9,zEQBYsYjUCsOVbra3ynlXcvoCdKCzpJ
4755429,43334,14.36,3,4xlrv4BdmyMvqYFBas2OhLM
4755456,15413,94.67,5,lh4ocMrrZb8cWUxFiAPCSEOO9Qwmxd
4755527,2986,40.13,13,BoYW4nOJm6B9lcuk6n3oBFvZC7GVMf
4755531,17775,70.19,5,Hv9GQmkaaHLNJ7YupmcXfaY8y7bKFRaBfmNNC
4755573,31440,37.24,1,bvULZ5ACV09gH3Ogt4BhDopGROd5hLTt
4755594,48872,17.57,7,2obGQFlt545l2J6wc4pzhGT7tKnEtXffRjWL8seEqj02xR
4755623,15925,19.11,12,Vj7Ytz9uS3kGTQpPLmliZa
4755635,43720,78.5,11,CfLvEO9f0G8TYgBNi6wRJyz
4755646,33182,52.0,2,EhFJrlZGwTWMFAxPgDfcRv8vCpXoFutcDStz0Akq3HE
4755665,13157,94.22,1,qaoXRFNklvMDlttrnjprjiXi9A8
4755684,18415,45.81,5,RiGUaH0lP5HZPtsY4Ru9UP9cxoNlaZ1jgJJdA8JHLgbnX2fVN9
4755736,34621,57.28,8,BkQngvPlcXUKaNPvaSC3MZrUsmBQJ1mU9sh0ZmDTp1aiq3
4755738,7303,77.0,7,uqn1X2lReXiF4oF0llt5yiDC9M5gfLNfF3
4755747,14309,36.27,14,t2BAgG0uv3tSaWWlGkGWoIF4ZyisZ
4755753,24118,41.43,12,jyhwKBhs3i3lfsb4zZWdBoTo7Jq10jn5X
4755771,7257,92.79,7,XPItYDDn6JsXRlXcYm2qu75Worss
4755807,41380,96.94,10,Ga9mBznTr5UbY4dTbtYtJCtEfIWMByVWf2b2B2nrutqA9PeMsP
4755820,14197,25.03,14,jAqtk9U2xZLnHgXSdfsdHuiI0yJp4l
4755829,45024,98.93,2,JmcapXpqaIgqZDpEFx8JSuIDsTDyBDdb4HEI77EpizZy
4755839,40771,98.82,1,5YRzQSDMi5XED8NjVeMZR0NQ
4755883,47395,44.44,7,DdRIO2IzAVCQ5ci9w3wXQHK
4755885,13720,44.46,3,dTno3ZLG17GRIeHKOGKd1HEMEJkbHS9iHgYQ
4755949,35650,13.7,15,L4fbOdP1lNGETkuQ2HStALPJOnKbZ
4755991,22638,40.84,6,tlpZE6eOd3Pg5NlFHAPV1GEH0e75uxSfvx2i0YUuEk
4756002,23441,99.79,7,K6CMAADta7rNKNwM7oUDYN
4756022,8844,99.22,14,x6KKVvZdI7O5wYsXsWvvjS6Ecj615N
4756032,47709,44.99,12,JaEWsYit2QF7u7eIgFPtIndb
4756033,12781,17.8,3,xtaOIkIQ0LM9ImIjqNJltCYUsIh9
4756062,45826,72.8,13,ozo0jVx9V9EGkMCC6hgxLzPdGjjfT387O
4756102,1414,69.57,4,ZeZ9WDffF2QtvQiwDuZDiIk0POZzA7T
4756105,22480,14.34,8,7wdMZkrsMz9ELMLxGkxZvyJLtPEZy8sfbTVBxsdwfvIY0jGPm
4756128,46079,59.73,5,EI5kFn7aXAidHvPrhhVD1Fn1P
4756142,43249,36.24,4,854NXwq1uN3A3feHMuNXjGfKG8I1bYS7xnkwOH09
4756149,43927,47.83,6,Qcjs36fO95D3P8IR2Lg6J
4756157,25100,33.6,6,DmI7IRB71cVff6kN7dJsfpeZYeQXwN2D8ZVx2SjvaBs
4756274,21742,91.5,10,VGHSrtWKOoDMACM8iyvaZ0abbiJXlJuqGW
4756284,28569,80.51,8,s1RMJhyyWsHMPP3HwuDlDhPZnTyFeEhu
4756309,7910,48.3,12,S3y0LlgLmNFopWRkXS0c7muLKsYvWW3BQetB
4756327,8185,63.22,1,QGCTnAtygGzVb9tY300WBM2PyMv5Nh6JivQ63KLJ7crN
4756380,42542,44.19,4,niIoqX1vdra4VmWS87q0Deobz4
4756393,22112,64.28,7,vmnLkenSK6cphXJQgGS3804PTYdCLW1
4756406,17794,33.03,6,hHvnL355DfKwsstfmCPR5sSszQsyvhJdmSullP9GNAHvu
4756413,12848,60.63,8,QqduXJdzTAz85s1lugosT6Tj1mSEA
4756422,46853,21.09,5,7jMD5x0xzNu2auIYmvID7
4756429,45331,29.28,13,Flr1RApXmqfq4SDkWDSt
4756435,42433,56.58,13,J9HjaD9oHRLSD22AwKf3tWGTfMd
4756436,5647,37.16,6,44Y4auKzqkbyYkuR66VDbHRDuSP
4756485,16817,27.35,3,7hyA7RyxrhQ2SIm7pZZBVdvpfKw1kQ9Z7nBol
4756515,23485,55.73,8,iecj85ymQjMTV6f9fwqwK1LwLFsgMkiWvaykIzWFr2
4756552,41186,41.19,11,Z2miuHqernaGOWKMYOjvID7SWYImAL
4756559,28900,10.87,6,QZUqEDAx0K00o2wckX2vlSkz3DDfrx9
4756575,31185,39.67,12,yraDgnESfvmAFfPTOk1qXI7
4756621,7139,53.36,11,3r6kTyMrBQKO7iaWT2TUWZzFibjzXtdkPH
4756625,33882,34.22,6,3aJPYTsyFP41QIgaPWDebp2MtVTWpl7XyBuWbY
4756642,5051,76.72,10,T29fJnkeijd8sBkxxkVtX287zMV
4756658,7980,15.93,4,rkjYBGEfLOrqYm3EzlwhQfmiFl
4756680,18060,99.45,8,RgNIauNL4lsWGB12lbgkpEXgDIWt2nbH
4756694,38848,68.48,14,IRbIh1lkM9zVACYL0VnNoTQpUODZL9QoTKxqYUI
4756702,26889,44.58,15,ikxk0veidpoXCXzi2a9c6f7j01
4756722,27167,90.02,9,vHpKfhOyzRKZ8mnnMbWiNjeBmA6JhpjKfQWyuJkqE4SB7A1bw
4756734,9453,20.64,10,abVhdXjvRRlC325fTxxAOc3pf7OLEXnoi0di
4756780,33738,38.61,12,8zZt2DjO4GihpEownvTf25OCMwoaHfnWwYJ4UMNP9T4MpTFS
4756805,19250,12.32,7,50BfqL7oNRndFLGPUFbQ7d7NxEI
4756828,43715,69.48,5,cPCH1JgtMZ7qB1aYrEsMrfIOLzBwAeQliB4VULOI9jUa
4756849,20392,55.64,5,lCad7BLKFGLSlSFGTJMq
4756855,45698,14.52,2,yBGVxgRMgFNsGu4YvBY3
4756877,40202,38.1,14,IRLg7LeTt7vWLWpxWc53Z4HvHmEqE40S9qQtdDiK34QsybDhFI
4756886,41973,22.41,1,yjtPvOIWQFZkjmVKaK1Gr5v4YgFh9RA04F8fFcmFEd975l7oht
4756927,10582,64.46,8,RqhhNE91w1kkUB3erkMpYpAEnA4a00R3UdRyR
4756948,10668,86.87,5,R3T94tvIvRLyDEGXNoRC4gUI2dUrp8r8b24TktLexpE3dYu
4756954,22175,16.77,14,afMAiR4aAUYSaTaAr5cp55y0
4756967,42392,90.27,1,1OeWOgbK3sjjV2C0bkRB0nFJGZyyJVaeXWS
4756982,39278,45.04,10,KomIT8Bf89PWP29MhNOecHz8SN4UPC6Ojp
4757002,32632,12.81,10,K6LX9JyduhcsklV8uuhe5y38VVARjKTnl
4757080,20295,19.98,11,RY6d4Ty3958Ap9qXbJe1aEqsRCV8F
4757117,47539,19.67,11,4LUApAjz0ZyF4lMeKa2rf2u5
4757176,32770,96.21,8,EyucEmX6SOHUIeUWZuwe2xkNrVpPvcPvdfNlAr3xLhb
4757177,31294,42.53,2,nej62SAb7YMCtNtrcK9UdIGT2UoWMIJ
4757186,43144,33.09,10,jd5en7MqAk5ktr72XCU0ZXg8KIgALtSKdUuJwHWi6PW6s
4757204,28591,23.77,4,DdSHNMHlVaGMb6b0kxsjCNGD4WQ0Kg
4757223,9535,27.98,8,u8UlV8a8IZWdoaXj5h7AcmExpIi8k4fpjaJm0Wf191
4757240,39980,61.08,10,tZVqdpX36uXIoc4HCybfaiqY1eIDastY
4757295,1129,90.17,14,NtP7Wh1RCVs0G13zdbpjLiRFmh5L0t
4757307,104,21.62,12,I7JPDeC48X6avJhLIYfJB8WH8bh1E00CBldUTvDicdg7Z
4757314,24755,44.46,6,TZJBrXhBIgadqjz0WoWONF1TQtEPrm1fQPn7QBr
4757318,20994,48.66,6,2j0Y9h4uwAv6JJHOKvTJ5M3veVwNo6BMtEqJkAHalcNFL
4757340,16890,82.54,12,rfJgH7mQ37de4KQguLK3aDnrUCQ
4757361,48366,31.12,6,96zekEUsemd1Dytiatqty7tVaL5rGgh1oTy0geQFZB3kem
4757365,48425,10.22,12,Y4i5x3XdnxcVkFVUfvSOCvXyyTD
4757597,33194,50.09,11,4aFnOjNlrWb8DJCd2R8vY
4757611,18803,16.1,12,oUR3M0llFuModte3uUbBdS8pJN28bxzN
4757619,3461,59.65,10,ms5ayUfN6LadK0TOiYCBKN2ttU5AYpqyzMxacz4tfaiZQbL6
4757669,15963,85.65,6,gbnx7OAWTkM9kQlyfSgt8LaVlDlklav5
4757689,29109,86.23,7,RUbbQWKHuQMf92DTmGDi4gZrZjnwFLllFi6Uam3
4757691,7953,51.71,10,4I2za7CHeDXvU3KlIwQ4ob
4757695,17999,34.8,5,1aMP6VuUCRrkyeimgwZiHf7yVI
4757716,640,44.35,9,wVqmqt2shyHUNwbJiFFbuYJtEQMDnDdTp7YvvyarIXFaV6Qq
4757766,20326,49.27,15,id6o9XCt3YsPnZXGqUQ5vG5z2BhKxo3zR1U
4757881,24071,92.23,13,I3rYDpnQ1lSIF9qoHnHLIbZTz38woyTdM2QBzwqtqX
4757882,7709,84.16,9,iLvhHl6PdJbGHAkpYlbf
4757890,32397,70.6,5,pcmRnMDCNlShOza8CX4jL5q1FuAeEBq1pQ6mk
4757897,1014,84.14,11,5gqhfCpDFucpJ5d3Nz5vM
4757908,12527,36.02,2,g3L1Wf9FkkCJ7B0PhAJcOrsxtmIIknUWL6ZdCr
4757926,8984,30.45,6,VR73YKvv1ZD87TIG0TtCYJ3V0way7x3
4757935,48149,26.14,10,eEDwfR2VON5tiQtxOEHE9R
4757981,38067,29.61,11,kSKuM7qJPvQTuu0c4Omj
4758052,30888,36.85,3,AkVFllw2KFA1K3YY7c7jP009YxFCtfHbc6lIY
4758078,26645,23.62,8,hBEEXi5HG5cOKot0mmPAEAXN9f5TB6lnpWI1xeskP7CcK
4758089,20488,11.9,3,odeKZtBjZqZAElK3Mya40eteH3fzy
4758104,28699,83.57,2,fdtW3ZRidrpTPE1okjivGs8yoFcBOGrxl39oUh
4758119,42835,91.13,7,CHnv8HRpM2Zw7uJ3V9BJb5IUh9LQvF4di8eWgjZZTyz
4758128,19393,64.0,3,7xMc5MFBu1bULn2okgMaFa9zytj0bV5
4758183,34580,87.76,6,VqYLASiT1roMoAKRzukpziccNL96B20ZldjYgjeAeltnF8F
4758227,40902,86.1,7,cOLkhLC8PBpS3hlHCvgfdplVsJc6iom83IVd3arrKTgozYr0
4758242,24841,86.97,9,GWgDBd6Br6FKkPrTTVss5HTpNn6DENGfeN3t
4758279,46098,54.47,7,HAHtPwyGeTcKCOVE2sQatf5LjaZ6fZbrKtJNLFmEAEG0
4758284,25886,51.39,9,Iglcgn6FFldCLlwu8852kRwHjuLsJPy6DHN9hFWI
4758293,35846,28.7,7,4y3KLzZFdEO307aQM79xc2aTvXvwQd7M
4758297,7424,50.67,8,lOwzX2eYUNc0p0FuF0Cp1OB
4758353,29673,46.23,14,qUH999uUhY9IvlwqsELa9OzaOj7oQiripN9j
4758364,25788,27.06,5,o7eZUsEAnEDuw8a1u0m9CeF
4758412,11544,55.72,14,XgJOGoGtDIzbukbXSaka1i
4758416,40218,40.95,4,1D3m9RMfHWxYyRhkKh5F0xG
4758426,25978,83.66,7,HBJdkrttPbRvc32dijraDIkpHGDf61VYqPSIUM2KOu2Bn
4758460,21008,35.21,12,waG5XflX3FZRyUlC6YxfQWhe2DhA28BKB2B
4758461,3439,59.6,13,aJWIKFcpGzBnPNNLOx41aL1DHgxs
4758463,13380,66.17,2,vYq2u1yJqYagSuq3mcaEOflb15RKHF
4758466,29632,50.16,15,3596RU7mzqkk4oUKbAjK2CkDjr
4758474,19508,30.15,13,8N7vnua1u1EYoToJxQMBs
4758531,4005,82.48,8,zJvoDV4KLg281h9Z5hXVoGO8pnIFOD2e1
4758537,27211,71.78,14,u6D73JidTsP3v29ucHMNn6mTshwYKkCOlB4Ge4ikR65WGO4u
4758566,9561,56.81,4,UbTAp1lNXyCQjR85j8OXFaXrSLk
4758589,19064,57.26,4,XThKxXeyOhk33XyCJJwnDk7dXELwgKuhu3kM75YEiLvjOuhaV
4758637,38508,19.07,9,SaFuMApb3E4bULgf8w8Nq3
4758674,9712,37.38,1,g5ueOpKX6xugMmfTm8zBrjlIrPdGQfl1COXbPsetg
4758679,13945,95.03,15,tnxY2TCxmtXL5EMJrIvPT5usCs5l
4758695,35707,18.62,3,o2lWnYhHLDwLHCndwn2L6EEL
4758696,43255,50.52,2,beh5e4bByERBoYgmj7R3U99EvAVlM7V
4758720,35540,64.11,3,bywqXjOyacdvZoY5pNX6WGci85
4758724,43934,91.91,1,WoC0eqVDrPOYa3TBneQOa1HML2M4Z0N48bkvpyB9m8QwZ
4758776,32697,90.88,2,Tyn5p6D0mK0LLdV0iPxWimov89aF0XZDweQD
4758779,47701,58.98,1,8wmPFeWJdkjOHnk81MWbegZ
4758862,5656,50.6,12,W70vnFuJFogxuZexaLCyytgMZaGIEeCv4NZYEHmXqV5GLCX
4758917,34060,54.76,8,yNiIX4qzLsjAIi0dm1E0GdH4BWT2AukNDIv7D
4758935,24525,60.0,3,pHytmqhTmEPFCya9zIXj
4758974,49150,13.02,11,Cce6TzVKWliNrRi0oXHaPV5NXt2WoS5V0eAkPfOmf
4758978,10497,57.87,13,IdXlyDWSKYhiuDjHWZQbyKZ2GXnpU
4759017,29578,99.5,9,q4lupNjEQ7FZlVmZlTmCb6T9MUwYl
4759037,35713,15.44,5,jgkVKdcXKOVyX9jM4R6CqkOcwsPk5HlrjuPF76WbKHih2s
4759060,27580,20.21,15,84bu8x7rYqnOw9gHQTPwy9tT7FXWXrrbZ5J7uTg
4759078,47002,88.17,3,L32v8ZYw3QpyZXv1WgL5fPHAVCOTsvuDNRtGT
4759095,5529,28.65,1,TdiUkqa7mGz0kmLUgvfwqcQ7CVBnwp
4759096,47570,20.51,13,qONsdx0MHs6sV7Svedoj1MyIXi4eyQBVXsmdBraAS031Xqeou4
4759115,16262,31.82,14,gU8vefJAYeWvOXCYQGpY
4759138,16061,59.18,9,73tPXzbNFADPzN5B1HXDpreUo1UkOBnWvWezp
4759151,37599,79.85,13,CDUHSRdfEleQCXsmx9hBpxbZ8DtJ3pI3OvATQMi9HLt
4759173,37949,50.69,3,dHbH3CCD55m6fGqGX8d8N7YyDl
4759189,8700,59.7,9,gr2qElcU5VFj9yoX6HjFXQDXT7NqQ1ZgvgsvFjd7hto89io4q
4759240,2202,63.08,10,3fvZvO685lj3xl6ypbSJwHM56Po3KR6w
4759300,33216,70.03,4,LeGXwNDuprtnYIRBeFmjA4wpKljig9Sulak1yZpGGI
4759324,22895,81.8,1,lHWPeKTpvDU9dQ8WUgUi7ETghjHkkJi8xNy4fTczREHyu7qQrp
4759336,21312,41.88,10,ZCLbYuOU3tKQCcV4ijVjqeHVxx3ZrCRriaY
4759345,7450,21.09,13,AdSAMQo06NehRuyR4eXyyEYT6DBHh2Cc43rFkePKOu
4759350,25954,50.95,5,4Jtj1sA6rpmSJoBVmSpAFDB4DY07M9RrjWqQxkzYt
4759375,35738,48.73,5,74Joa9F5gd5OVm5VDVgXJ40TgjbgDpZWovl
4759404,38417,77.74,1,DuSCvIVkWcLPu38Hrr3C3Ji2e3dLnXF7utCCT943ksQ
4759434,1643,58.46,8,5jYZ8HhH9s80KEc5T7eP94uTAg
4759487,35140,89.82,14,uHd8oh7LKpVBIAGZzmeBeUMjO5XjpGm7ed0SpDqLfApq1pCtB
4759531,40391,89.71,11,XmB9IdubEnehIiA1pOY9PT91Ue8X4uhBprYpZEp
4759538,40968,74.68,14,I56wM3dwwz0etgKyUMBFbEDpJo8tgwxlWL3GZte
4759549,23129,37.38,9,djPrDEEkUAeQd4gnZMRx2yeCiLZnBDR7Uqd
4759569,30482,82.94,14,tiruPG9JIz3diqjRmAXuiyLNHIqkXrvFKtRBsW5Z
4759600,47820,30.41,11,zVmvzSX1Lqzw9xd7P1Sk4cMIpEcWEqErioS3wUJh8u6
4759633,11663,34.94,9,49o7T8348EmR8kNInrDHbVDGIO3Jp
4759676,44048,55.67,1,0SdSpZ7w0rrAcMHQ6AqFmx
4759677,32369,52.61,9,rZVXOPKCuIWFL5VM9RZesm9CHZKuOq452syRWMRJmN9uQm5
4759688,42419,86.43,11,Qhepwx6SNVWXYHDkxx5GQI5ylubGIB35A5qZG7
4759764,15369,84.93,9,eplQldYPNu63Bqfe3DZBZrpNPxyd
4759788,3206,66.67,8,mmTbVmQ1gBaoiVHazHiOFNcDGwduCrz
4759793,18935,81.75,6,M7NfLzT7n4iFBvob1SJI9h18p6lT7lvY
4759822,3002,88.15,9,dypc3LbnOdzj5UW2XAOI8UdXmzMQ4dUsnc
4759835,6411,34.73,3,EuKby107ScJWrgUtfiIltSxdRMicra
4759838,35582,40.52,6,sbDjWuiUFVlXmS6V0Fg2uleup
4759893,47071,21.4,14,9XBC4creYxdSzQMcrvgE1s0MXm2F2MHCcviFYAm
4759912,4446,79.73,8,TtjyNBphujujlVNPzSUbGXDYCpzRer3QeJ5mRx1cF1auiO
4759916,17525,39.51,11,QbnE5kFFsIcrBTzyhOyEwW
4759934,19483,15.11,6,exPiCYdwPp1fNKwDvvltk2
4759938,44698,81.43,13,F4F1rtuV2U49Pc5Q83xaKaGHWVjdqYITlGLshJenNO7W3cfr
4759958,44386,22.99,15,S2JZDcZU6E4uufTL6fvjYoBK0Q
4759964,29100,12.52,5,d2RcTD5KKK4qDqZAB9OS3lP3YCxeuoUbh2E
4759997,49071,93.13,4,7XMgTkh9rFQLUVsesxez8LTRM7Hk
4760019,31955,66.96,11,bEErNJ0p6TjYOT5iej5n7OFOabY5xnkg
4760032,14017,20.56,2,k2mZ91lVTJfbTazDMPTiTdcMBNin5aEmEDQgWc
4760054,1355,49.04,12,c47WrXqKUiQ4UMJpj9gPMBDCb4mM4d6rGfcDSOOzSAAhm7
4760064,3689,29.72,13,1ErYH6iff9lbH2RiUJ7WDvUrHUgYjKfzjbsf4P5Jh5SV2J4p9
4760088,41417,31.39,7,lyIKLTFwYeg9OhcUCKTLXRDb0HNB2uH
4760104,15315,97.64,5,jwNoWZjunPDqmqcovzhqHmNmh
4760111,39956,14.55,15,vQlGnYZaEx6QZDVpncbT
4760135,23480,17.9,13,e04gwdKiY1OPUTBcd3UUq8ko7OWN3dISxEEHgLmIuS
4760151,24687,80.75,2,9jKMe2mHXfK1Qh3qSxQdg4Fhts403NBjOSOiJBE4bsrEx
4760199,28177,86.61,14,Pq2ZJXMuTJgTZDFcVP8GCT0gkSqZnSUroEhDfpTH78Oxl2JV
4760385,37317,19.18,15,qjyOXM01I2vSrD3ArV9ZSl4BaJTu7AOgCSy7XRi
4760413,1816,92.28,10,BFlwkwVpFy9SA9E9pLUhjd4USS7agm
4760446,48679,54.64,5,TsG4IaHYpzGTSMAh02iv57zw2iJDbbnU8cJ658M47ytJ
4760457,24766,64.55,13,72yJqAAH7oILaA5R7PV9HUD9GtHPcUJbVMCGyzZn4LBZTJaGt
4760497,32526,48.27,9,JCgyRREHHyao4HtImmWryqFLMt2efcvaNwH3RhwrGf6V6w5d
4760513,41324,71.92,14,7W7xPmA1mlSmU6PaHq0dxEq9mB3a
4760516,38849,18.04,2,Kvthc5AS3uawf0QNs2hgyrM4YZuP6s2sB8V8LU8cXsh
4760526,38778,37.49,11,9K92KqxcmhDIzZZXnxPfGF3hRHwErxH6P1dzqeAeX7vx
4760541,38372,60.73,11,6h2Y3z8saxDunxQHHsDa
4760574,37149,57.68,4,qzrJMsYroWIVcSXt60P1GU7sp3hkP3TY
4760583,14960,89.44,7,jzhsSyCOZrKD4fpj7NaI7DBddPIiDs4k
4760658,17807,38.34,7,bzXLhnpfai4EmBRp4XWu9l2Kbou
4760672,6881,83.6,5,L21gv60NOVfYy29Z37I4PQ7XOdu6e
4760682,15354,69.75,1,TEOHM9NJl08ZsHDlzEobGrUPKeev
4760699,37100,73.44,5,5Y2AoLRMoULtwCcQZ0bwiBsdXdn300P98KSMK8PNBbCCsHVog
4760760,7605,18.99,1,shcfMysiVvSqkmig8TGNeRLHkEwmlTrLtmXPqGuTv28KAIFB
4760799,23612,98.54,14,4OpaKG2Jf4jnWjCXXqx6pJNTmc7mFFPm319ijkoR
4760805,41501,87.17,14,CHr0gYp5YhCSiNOq9zPbpzpnIZHFGaG42Rn5IeU
4760849,28003,17.74,10,P3iCETOvbymqJdEZ8RCd9nBTSOIvs
4760879,47781,40.49,2,uS0WxVXimZJxF8vjcllhduC38EH109xqmiMXHv3DV1B
4760933,16841,84.59,9,bYfNyiYsnYxDtZcJQ2unBLX7uA1lyeN
4760941,17148,87.82,2,hxakPGeVmtdMAXV17yOS6Z0Tim4
4760950,38110,86.49,2,uFswL53nwl59a5hQvmnYPgcGulgge
4760972,8015,33.8,3,mSeuOA62blinGzCjb5U2
4761000,39267,72.63,15,Za7ZBXrvzG6ljQt7jZwUpb0xHslhj0iDaqDXMS
4761009,34113,28.28,8,tFHHLRYczqkFp5sSbmHfus8UEYyDlCDsF2EASxOmxXV
4761036,43610,32.26,1,MRpVb7PCf7G4o9KP5Z24mJt
4761045,34131,99.11,6,kXQsEJwtpM5GjDfpsurxMf1STKptQOSnHD1TcqnImkr9
4761060,47473,35.8,7,l6TAEc0Q6Xu9rbm62orN3TH7LYEc3O
4761080,13772,93.93,9,0G5bSxjVxrBg1IL1rzsNGwAPYryS5euprbjul0URnoVBMBUa7b
4761088,26751,81.73,9,zGiArmIW918uwt2pv2tPdYM2yLmPZCbIiOsRFmGICHJ7
4761134,41752,16.37,4,HHXXQnJLANPTQNRY3ftOVJa
4761171,10690,31.9,11,ImJLUwIfTjdQtIg5z9j5AZyJvqPozGnRX
4761197,49984,32.2,13,XzjYTQTVITOENKu4cporZnvsus2dRyWJ91LiAU99VYaWPP
4761223,39628,76.81,7,AFJM5Py6Re6dkg0IAVcNw4ZZP7bkqVDeH53DAA
4761229,16219,38.91,6,GqcqSFijlaj7tZnGagM0KDN
4761233,7079,71.76,1,ATGfqlaV3AU5B82Po53KVGAG2RjlRta8ept3aJhZVw
4761275,9552,18.61,12,NEkmkPW0uF8GY1G6hV1QPOhxEXP6pzrcZ
4761281,28966,26.58,4,SoDzSIkN0mjb6UN7Rcdhs
4761310,17544,68.63,5,yldpDxyq75vaVLsoa9Th95iv
4761324,34541,62.47,1,YKykjgUIq4gMJZD8Flv8u
4761327,33315,17.79,7,iIyoJSJw6NndzTydq22O8vMOpArjknE6Sf6h14FhcV68dM8
4761332,45612,88.35,7,NKI3S8q29SNjDXUs1CAbOxj1UMunuW650d3Z
4761346,42067,81.37,12,HPbPuTqTXOC8fzvKd2ItfacRORLfO
4761352,42950,66.11,14,4zqHdLWKSUZyrHlGTJqRbpRFVyQcdnILY
4761372,32650,48.04,6,azGXmtFRBxWsELMAjqdKXOC
4761390,13781,23.55,11,DwwXwOldexicu3Tw9Vhsd6yygScp6eZb8eawIKjL8MrrNbq9
4761450,37585,30.22,9,PX4mjJxjiB4ZkkkrsRsQrvfuaYpb0
