TransID,CustID,TransTotal,TransNumItems,TransDesc
3065534,33940,80.96,3,rEVUNo8JKGDcd5MrwYJb3ae3iWvRvMwnQGpCogQd
3065538,37795,23.92,1,EUMPuy6er5nfE0Cvz4Pj6BMT7K
3065565,30600,54.36,14,wnRvpH042w0DJ1lFm6RsE9XKm46X1gIg
3065589,6064,46.26,2,0aDVcKZHJHtSittnz4emM1Lx57YFOG
3065612,10183,85.01,11,eXngInOh2415CfS6xxmspoo0WmCmQ35dqcasl3
3065620,46793,39.39,14,9iGlJhgSqavHtg4OkqDPdXS0KZnNpqARs
3065622,28904,17.77,14,wvqwRIvzKHo8bmznBH9I16y
3065635,29881,32.06,1,X0QFnxHLB6yyXMuTKUcBsHXMzB8Op2RnMOUvClxnc2y
3065679,36400,25.44,2,Ikm2NtGqWpdRoKk0xYUsu
3065691,28360,38.77,9,WuqgrURtwKZRJR9wYn8UjzJks9iYiLMcQix8FyEZ
3065699,33653,72.07,9,X3EJkCqLHRHRwuAbjIoruIUI2MVwoeQhIAok85oj0gPesm
3065701,40075,26.05,9,fOlLeNZYPdfHsFWMI957vDMS6OoKbC9e1s1H7r48
3065715,38953,44.61,4,BKM5716kEu71yy2XlB9bvN1FCfPrxeazKshfBA
3065719,7960,32.35,2,Q28YBV2sB7cnaBbR16ryJHDipkiH
3065734,48263,83.36,14,xjG7fb8LGKyU46CdGW91IAO84YdIzXYpxAO2Xx
3065816,3585,75.1,3,YdniIo83SnoBLof7ksnMGuQKU94nhp9OU3VgNSU7RQDbRih6U
3065866,28704,82.06,8,Qo9r3I9mvppdM3QdfpVSxYVpkgFw03c8o79v0G
3065871,49917,23.18,2,FTCBxVziM98XaRx7zByXJaoYfLi5X
3065912,14805,92.84,14,gXe5Z0NKB03xWJpD9ayotf52BwIYe8GV3EcCCFm
3065915,23717,56.38,11,h9KC0wtChtJKMDzJDFia58Z0V8lmlDU6pJtt0VtBXm6
3065941,45313,66.09,13,DjdE5GpNnDuitntVzfb7Dn5jhRPHbPK93mDSTiFLW1G
3065973,15993,20.02,11,txrz7gpXfhKJHamb9FmelixrRxdzOFPyGgMozoGvSm7ggJ
3065993,14181,77.11,6,uvQkryTwsTGulltufunCNZWpoB6zmmU
3065998,36474,63.07,8,c5brePgIUxqzcdX3oHIL6wtgOrvtKCuEqfTkM56cwVAbGX
3066013,29539,57.56,2,AECZ2G61R26zh9DGrieFT
3066030,671,84.53,2,nEMq5kyWIoN5M6p9mks3Wg8IKUAKXWVI9t9C7g5zJLo
3066031,8556,20.32,4,5VF6joFtqkHK8wYkIzxDA0HWQ0sh
3066038,17949,41.04,3,cwlLvKVtu43MPVEnLkm6ejU5tErMV2worjDyk0NWm5eGEch
3066095,36122,18.2,13,ovXosiaBhqivFKYuIyLo
3066102,40225,62.64,7,ZAxbMAKnHWjlq9pnCg0MKFOzgLOxcZ1BcIonrDRJnc7iO5sjk
3066109,13716,75.8,5,FXPQJ5XQ9IVgJDXr8pGzp0Z1SDn
3066120,41588,96.87,10,GGRMh4LKDxtRe779WYMFrEbFAyKJvzlxFPP0
3066123,1867,40.59,6,gTNnBMilnRT1Djmi36x8cpZB88GAkeXtXWT9OHF07
3066128,20373,14.98,1,d68N6VuqiqeJrWEKeY7H3cKVdeFW2d0V7QDBiLcB66DqFMU
3066129,33143,84.04,13,RgyWqe1I0T0X7yRfg9XHYxqZB
3066158,4639,56.72,14,8ReCrtRHTxmA7ZmzgSO5TNFNn8IQ5BduS0OZLrTq2
3066167,2709,87.56,2,lvofc5YtMqwjGb9CojGb5mWByuTJTrsuPXN
3066171,33626,10.35,5,qTZbEbC4kysOiE26GB6ClpuyxebnoGbisaRLPD7wuTuoAzjNsQ
3066190,36161,96.72,11,gyd1gWzfT99G68qzZbOiMlHyHUe
3066196,31030,17.26,12,sjsHHQSfG2NSthEdFb3H7PO0yiva1nerWHxceHXwc1bFrxS1IC
3066231,39236,45.5,11,kRqZGjIzNcb5t5hfprUMlfy1X
3066344,37737,75.58,1,m7akXE8jAxbgBdKlkB4FGxmXjxBVeGS4Y7wud42nH
3066350,8121,35.1,13,S3z8TC3I5lnBonN51TjJJTZEb
3066359,17410,79.78,7,Xc6okB6hOM1P23UBnfuypFBY7nKl08jE3MvSlkn9tg5Qok
3066366,27775,61.14,11,cVoJzbepAO1P2W0XG2UE6u5Sjal
3066387,3477,13.62,11,okDJEGKboBTCPeg8c9vY01BYpTPOxOAYlaA
3066393,6385,74.79,4,vJlRxJhedOd9IExHxE79eGKUIwHbpKtiN9P
3066405,479,95.61,2,jF6Y528cDoT6rtwgBIYfjVtZuY2Nr4Z
3066410,19366,23.37,12,fTvjV9zikJrzwnBeMLHbSMZJz3g03cWeQfFn5qMZ
3066412,853,96.66,12,tB3bQQuUtGmn01OLU9BHK3
3066444,16429,69.41,2,ysRlIfD2eZ47FTEpo3CVz72qNALtlfSsBevEREI7d
3066446,16613,10.46,7,R8ZkaAN2dHQtgp7jrbcGwZX1rm
3066447,38055,44.4,15,hSSIj4mZy6iDLjofoVsh
3066474,6578,47.99,6,0ShyKraHdAu9uff3BYnfIdy2IegCCFObTtiVh
3066492,3938,19.67,4,4Dao3MN6BDDrbLG5KNQb
3066531,35039,76.26,6,beOR5PKUnTz7KfnYSkeWDpf6VcRKASVC4ixzRrL
3066534,16975,35.68,7,pZDOvDGYc8KWX4f0XWkZ3gUmHapLq84trhJud1NFR
3066550,6424,34.68,11,gvlfXPF8ryMlLLjED9ZgJ48kk62GpS89QiG6BD1WDNuOLjcva
3066553,38735,89.2,10,xwDmYwWgNHHIDa0JNcIStFFDYE6wWk6EJ9S1nqZmWIN
3066604,19776,20.03,4,ZkPgG69tUDA996fT8A72QZbiP5jtgn6Nr
3066650,19455,71.46,13,HsOlJBVj7XPEjMbr3VdND
3066696,26613,75.61,11,e3abOSEfG55FoSrGU8BA2c8bFHZ7R6PKSYgCzUNlpsmDreJq
3066716,9206,63.79,12,MK3BCi4LSglvWHxrF4xt9jdyUSb17mgW7yzTP2MGwxKmnHZuS
3066719,46758,19.64,10,9fsmpyLdymubQEs6fvsfIHcE4Q5wJ9ArcDE7sBpaxzb7oMU5zH
3066734,5847,60.88,4,ZKxqf5J8Ejvjci6801U5L7RseA
3066742,32054,75.75,11,L7kO2kattBPA2vIjwHPyDNGuEoxX4KDtbH5
3066744,3593,26.98,13,FXq4DLfegMqk4S6yAcVBRIlvlHyaiFMdz3
3066771,4325,21.31,15,3Wxr0JUNOow8apKh5fxMCiSUVhIkER6
3066780,2088,91.29,1,gsdY18wCbjZbMmBoKqbiuZbmbv
3066786,7532,50.41,4,Gkfyjl5cbkdyaUFljJERafJ
3066803,16290,85.0,2,4oRrvSFwzFBroZNtRGMQyZGXpNkqafPeUyk
3066867,22011,95.29,10,TfPe73abrKXEB7KnCc2xXvviljo599PHVnyOiABvJufc87Ddwv
3066872,8402,32.33,1,ernJfMkaTKW7QfPNQTUARVZr5ElYuE4
3066934,30889,14.81,12,bzG4I45803r9kUVeMkahMao7aNKLDjT
3066961,32179,51.11,14,KePiy8hfFayBPk5rQJybHzU
3066966,6331,40.69,13,ESXIcUl8ZCIW0plLs7qRjFU6IymjcuzcrA
3066971,37239,66.44,10,9HvOO6VcfwkeHuYKEzaApvkYIyeEmxU
3066973,47874,22.95,5,x5gaK1WT28UT7FWh0sn5S7G4nl4HaoOtV99c9oL
3066981,28834,76.17,3,705Dh5kMpSmNm1zmDEUbDeqEVkhL
3066985,10844,10.87,8,mkutfQJAKWGF90sK2jmQY
3067012,12392,87.79,13,NBPBWdd7UdzH65qIjzK1c4OCKXhq38L3XgrOgakLR3Ei42v
3067032,1601,47.77,13,KS6FNHsG7ymypF4ai6UtfpXoGkhjI
3067060,42868,51.62,8,w9kZLPgIDRMV0N0iXh4oWCuCahyMprXl59tpUwdl0v1S8rw
3067065,32335,41.78,2,NfFkWMYUBfOK2yo5OmbghBP7J6VpPDYIU5jNobwsaIowiE
3067069,41708,40.28,6,zWZe4yPiqOwWSdOj0Z1OBkZgLGvpy39A
3067072,6938,58.59,14,nsCmoOast4quvaeEnjYBWB6fEc715zYzjIDGCz
3067074,32007,32.68,9,ZEKUjX0wC1WT3QMhFh2Uayo4
3067095,5672,61.12,1,a8RMMTTog1FSMMiH59YPfEC9sC4PstELjljw1AX
3067097,23826,22.42,4,E5wgXr6nahXmTEixaKyiLxYM1BA1zQJ
3067107,6317,81.29,15,KAe2WUjdshQY8ff8k6HeC0iEuwdi4pyqUCv04WHVV
3067136,14116,13.53,11,yk0BlAbw2JihVGoY581Lc6ERfytNQhmMD
3067150,46069,55.17,14,dZEvHHprtQsy7IHEdTLjKtm7LZ7D4QzQ
3067156,25953,45.0,13,dgFiXCxhstSrW5Wsp0MN8NEbZbFPHV0ER2UT3DjQvzk1a
3067163,42437,34.17,11,sx3WPeEOdl5I59GCn17gsCMx7mYHd
3067174,18076,48.19,5,BU9VKXPKmfLQ5LtLhQocSP5wDRbsHC
3067193,21553,51.75,13,H5PiIcflYfGTNEspbrs7nIQkGut3OzQ4
3067237,7699,61.24,1,9oEJkzhecSRNUqFEyMK8x8rIHwYOsqxIYmjxFeCea7wC
3067240,23407,51.49,14,Ft6vbYQyhMfuyF9YGMkWJYLF4pxvHwBLhbgPfJMfKoD4fNV1u
3067256,33576,50.45,2,qlXlK4dSZaYofoCBVGmA
3067299,45832,22.09,1,2MBWNdY6xlG6ktpXQPcGmGf50H6rf6GT0ZXd
3067309,4764,54.04,6,3mg70nX3mriDXp25Ty48p
3067391,45411,73.88,4,JVSTKHRy4GVGFhIHzQfeZp0varz
3067442,4876,46.64,7,UezVjlhLgpmH6YUSHAdzkVheQB8fkrCF7n4kh3EcMd2FEBOU
3067450,15807,35.57,11,F1R8Mr45x1tYLNzXk0VvZEgUhCBv0f1iv42lW2RPO5v
3067482,35501,20.15,4,LLLO7CC7suPbPc3GpSEKD3XF2
3067491,28482,83.94,2,w2WQCVpajFDB7lHnaYx0r35uam5VWNJwhoN9DcrdB
3067523,12767,77.57,6,2BdI4j1013cKdR5me846YDqz2WvUhEbMlhC2YI55KBEVhlr
3067574,46717,49.28,11,mpt9QjHelvpxReQTx35BByE3HQU6C25xXZ1LrUm0CqCFM
3067578,33044,24.11,7,LBzQ61EZjqx2EqHUOCLPUOzuRUmQptjB
3067586,33621,57.56,7,u6olf5tO0xRF0awSsNqQfxsQG685T7dgaeeXG8tqudUD0aDj
3067591,36711,29.48,9,J76eqjgZoiAHZdEvPv9GOb8zjgbxoxqaP7Ix86
3067610,8179,43.14,5,rNbKuO9h1gpqEKk6js75I76nkgiva0
3067614,43155,51.37,15,o7hjlmVzfaxBIFuaFZh2pRWmH0LPw1gZ6cNOd396jBnZ
3067650,24606,55.94,2,gUIx6QIlYCozBpL5nLCdwflwgtvyMvKzFJytr1X
3067688,9447,19.72,12,tsn5yqclc4Fijme8b7ElRicyB5hrWu1jEo6MACw
3067717,11525,84.84,2,2pgDrqjPfQOdHV1DZr27Q6iY0p
3067718,16341,91.43,15,nHsbAgCyxgKZmG5hGFHhYT
3067721,35673,54.16,2,jJHOtcVbtQWiEtWqBHnhS
3067746,22370,38.5,11,8JIU3ACMWTQUZ8YfmerAjtVPyu2u7oiWZkIMNR
3067758,41890,45.89,3,KMwwWWHyFNKd8aKJsIdoW7C4RLojuhhs2HJ4sU0ld1je
3067774,12273,75.71,3,6oE4vPz8Q91jkIigyTLd3h
3067790,19719,73.39,9,LSpxS2A5mQ4I9fBPegnBUNNtvGYDtT6
3067849,5879,37.07,12,S0lCNhAqYs0lh8YONRpdMZlKHTvl6M
3067854,7496,15.22,14,FisgdWAuf2iJWN8IxBhlWNRd0EXtwGZMeIIG8z4C
3067869,7907,76.47,4,BbfxqTRaRBWm7LXzOfKu8AydtWqAwaTmkYnoM
3067884,38156,23.4,15,gZHSgwtdIEeACQ36O87NXCOIVwElGyxR0gcK
3067937,1104,29.05,7,HeyT87Q1gjoTv6XlQkasdEyma01ACXHc002b4YOM6wEDP0Au
3067954,9101,72.11,4,tECmh52zsCoXgcMfnItsH1DnnIUv0jTbN
3067955,15677,58.97,3,PvfaWWelRFToFgmoMftP3rN
3067961,9790,85.34,8,KrKn9XWHlRz4pfMyCsztTx1VSI4hLH6IQ8H8aSWEWXz
3067992,36785,69.03,1,qBaxMDgwfRFCbbsFFehY0Cqr6ug1HBN66WQIUW3pmLTXvKdG
3068007,27779,42.37,11,ZuFw5Li7sjg8ICFriuFOiqQbmnw10KxKBLKCb
3068014,41490,20.23,3,aep4ROhSc2mMOOxzCx1hteA7vbdExSDLq2zsVoKO11gnJ8
3068045,45172,22.42,10,WwZvS8QsVFdpGxlps5FqP3i8f3H1M6nJpJ8QIsSjh1uZnJ
3068072,34680,35.7,10,qw6Xve90KYjscRQQfTifz4gzaOR8iE4
3068116,41035,70.64,12,keU3bcQOxX51qTr5YSIHaCYyYN4XwEANKBj2b4CdR
3068155,17194,25.96,11,SR1VdVR73B3p50t1wsPI3YRFkdtzM0jXX2B9FMs
3068156,14066,61.95,1,j61zTe0oFeWaTzj9gqByUjpNG6fsuRziYcejVRmPhYN
3068186,26807,84.66,7,YCuH5Or2n5fd3ler0qcryBF3C5AYrtWJjHRbs6Vm30QL
3068239,49197,46.09,2,gcgvVAnse2RRoOk67FCetMssKAfeQJYV
3068256,22732,51.5,3,pOnbdKgEBtxYEwYoJYuUx3dU
3068260,2803,69.8,1,XuQ7cnFVeP0TJF003TmIy0bRanfmGlXqswc73Ced
3068280,16913,67.83,8,H83ucQliuVVVPVKBe1vSkpL0tQLR
3068296,29988,80.25,11,1AB55WYsiehAXPzUP5EckzdbGD4dQ2AhB
3068300,46929,60.56,9,RFrmrPoI6qqO0QtdIbzRmNORE1oEQdkz
3068377,9332,96.18,7,8u9KzDcEJk0tcQb8YoJSMBSl2EmXjy8hFXWZ
3068420,16709,70.97,2,B5QHitXP3HU5WgiwdwdOfZu8TZU
3068441,16639,10.36,12,vcUdV26CpWOeVV6ACgsT0KBYwFNnpGqagfmyOf
3068509,30080,40.1,8,2jDArgnJepMuBy2Ba2SvCGDInouyqjfSw8H5jgw7e2gFPB07q4
3068512,48649,27.18,6,aHd4jhKlRSSUAUkh8KDJAgj6eagw67dzFD
3068516,2290,84.77,12,1tbO4cxkAQZIdkh7adtvaWnHn
3068535,4833,19.17,15,MuXFrUCIkOaBbBIvI6JmMbEk4sRV1aec6efNqExHdnSh8
3068629,23769,46.02,5,cgipN6PnB9D0YvUft7acySb9f0kK5hJC
3068648,47154,36.9,6,vjQcKR55IoW8exRw4pYQrvWf9RUKTDZxatA9UbgS7O
3068654,46555,46.9,11,M8YFR9LTC8KPiY5qHZ6B85e5CJhwHz73wpzs
3068664,39698,69.64,10,nwGhbtp4pK3eUjmSYa9CH3He6k6kAtNXBZy1HEB9GQ
3068680,41129,73.74,6,5HklTnoFkexHC0ubRe8sVQx
3068686,45930,95.03,1,DeNlunqct6bXh48eGNOPnvtYdn
3068702,181,82.69,13,hDdOuAbSx8YkNTi9VGmrLCRUd9QIIWnDEngNP
3068704,35649,99.94,4,PszipIKrx09Iwqycg3LaZrZJXImNcTgrNumeKVT1aHKF6
3068726,15375,18.75,15,6nRthNyW80ywwtuFuPLrPx
3068728,36899,79.66,4,8D1D9EdIHXow2ZyTkv5cuZurf6
3068742,2351,24.18,14,t1HJCg3DAxHGGcN38ZKOcrKrY0x5UKbqacv7WWHw210im
3068784,48252,67.69,12,21Kp2IAImhyl3Ca4LIZ2x4q596d976155nkDTmc8PEu30UMA
3068829,37164,28.2,6,qI4EGSzCrL68AKlyYQiEF9aptITNm9v2
3068854,8224,38.86,8,X8fmhFe3JuGXvDVwvnvrq
3068938,29064,73.74,9,mAvcd6QmstHuCo7yeJw1q
3068975,47347,90.68,11,Hck1UgxjmM9zAcXjksBBvbtraf
3068998,31262,97.75,12,3ncafmD5fXDmKpVUePF7166SmaFSCflFZzyxa
3069027,26228,16.82,9,lIxX6GA5LMxB8MLb8kD2AZKDQb8rlUxXvU
3069032,16389,66.02,5,bxbtmefeG1HOr5MNilPDnVxSqmLOM3UrcphG5GEpgnrH0hv
3069053,2889,27.68,8,TeYRvoNwzvvgFGwElT5LZltxHsvi
3069060,28784,98.09,1,smROT4h79QJd1rNdeCtLTiCuVmPE5Ko
3069067,42573,60.06,4,h5gmncUAP6nrn9Ba5xUzH1E6gb3fFsz54osDMpOV20J8x2K4x
3069144,45129,46.72,2,Ax92LEblE3pJsjWJ1oQzQATsQAPNMDh5UJsaKxrn0TEEUV
3069178,15903,33.64,1,ZhTSUHlKUEDOyQ38x3UHP2bw8Da2vfLpMuPyv96Y1fGg
3069184,296,64.38,1,W41QOGONNuRDX9lp5TNS0EOGjvCwYoBKmos
3069209,2069,55.87,11,jZpKtjPiOsbb1O3fHtGRnD63o0UlxDgWZHH5W8
3069231,12784,42.64,15,ZXjJosmcc6lJwTKZriLRpVPxoiEzRI4W2YeqL1R0aL
3069273,36804,40.29,2,dPQ3BtXpAxUazsJYCcfCWoJXEqRkOVv9YKF
3069293,11204,83.22,15,p6Lr8Tc89IBSD00UUFF9Xl1xXrpRURhbFwhFXhwi
3069299,8868,39.49,15,HSgRZSCiEQS6w1jyhhfVv10MmKVYVYoRItguLUu4EwlCZJD
3069334,8510,68.77,11,dVyElxEdR3FqqF1U2NmuVvrHeIrXOVP1
3069348,46093,94.63,14,DcS7epUwRrxKz5QJ3qgP8RVH5YtLVHz0LptsNRM2E9YsmAmB
3069353,37094,16.65,4,INokoQuOYB2njf479Zo74ccBOk9Eyg
3069391,44089,42.04,3,pXH5Vn2NWOKH016gOqmHbgJDn5CJ4Vnl3ZX9G
3069420,28438,97.3,6,5ayMzMfhVgrWYe7VFHn1D
3069443,20612,18.03,7,L6bpdMJqX9yOpfdHqMJeBH1qcDRyU3uUfo9AAyt
3069457,32136,72.51,11,JC0JGwNfuCQ8BX2lf2rhxYYWnksu6Qv3m8Jo9x8ko
3069470,30560,11.45,4,fMyOf3wiX4s4mD6zBvtQCHCX5H
3069476,2629,95.25,13,shaXU19GdY6xTtm4qJiC6LcFNJdypX1FJtS1OMQ7M5
3069485,22940,53.89,8,M5Po4B2hFUuzPBjbqitD4wULGm1q0MW3LY03237
3069514,26992,27.09,11,jNDW900u7B2CGVGEtEuj6Qu9omklD2kRVuB4zKZ
3069518,44012,81.04,13,qZ2EIjdTCgiOxtf6CSRHAsR0exXKrPk
3069545,4578,85.54,12,ebZNRGrOSrNf7fp8XucaE
3069573,44595,28.19,6,asxh8jJDuNYdt9L5eNh0NW5X07LaFR6l7X2Wn
3069594,12280,56.86,6,ebNnrV2uTYW79FKAAy1FhLrUWktxYV4EN6JkXm2VGBU
3069670,11250,37.86,13,PWqvPD2DpYnkjBbj9nMNrrdcSFTYY8y6DgzDa0bUrCVik3Ql
3069690,4888,27.42,4,SCjwUjEDc61o07BDyBl3aojLXmR89Fhm2er8ydGz6iJbn
3069729,13217,21.98,1,EmfLypmbcXymx1b4aWTrBCucZf95YHLfa4HwCvHbR30hGxHno
3069732,45564,35.52,11,Ke2fJtqWpUL0cEqPFYCnqW1zSVudeko8InwWB8vW6
3069746,46389,19.96,3,oonl1XSPWfuexZQbxBvMeR1G8DaEVLyJtPbI9qg
3069747,14594,95.45,14,DYyDZ2ywrjxLvlbxZPGS1FAzxk8RgYl
3069759,23996,61.48,15,mZOmMCbP3IJLU7reZcIwDUjZ5phT1A7
3069771,47960,23.21,11,IDYx8fXmwlFDxEy2WFYw6ft
3069786,13682,69.51,10,TJNRytRdG9RtzXvn97kW
3069868,4751,23.01,11,D12mwM5UkxPJiMw5RYZj2xCuZoFbGOAzGC6qLgCXQaggVdiQ
3069881,29463,21.61,15,yTzHXxHe1JXKaBTzSLQ3pl7yYEvG
3069945,40702,63.33,9,nQciKPCq93wLSD34xb7nOEXNzets3FmwkX
3069947,22887,47.13,6,gYnuFy9Vj9A1sDpjIzwCw69l
3069954,37526,10.69,3,e8VGnhuTicC8VIGRLcGiIkKlgVKzUgYR
3070053,13483,55.59,10,FZXfWmPuqFyLLLkzml1M7SiYlzVt6I3e6jAk3hjqU9i
3070076,28552,26.97,7,PS1YL28pDU6NPK00Sh7DJd1tmXSyCJmsJ7r
3070105,22750,50.15,2,Ghd5CsEXzIZs41eMpDKkQrc2GUrPMFuzxNKKf1ST8mIb6
3070112,44170,57.83,1,9aZlVEa8dHemJ2M8QaPU4Yzazm1wvJqPgf8
