TransID,CustID,TransTotal,TransNumItems,TransDesc
575507,41540,89.63,4,NElcW5UHM1GWOxhWUDaQXac1tJ9oml2Ca1os88xa
575526,9361,93.39,10,a7EH9gm9oyR3lpv5hmZ84BGSTPBDg8L4CdDdvJN5V
575555,44565,11.51,6,TGTLk7usorY8yygIU4W2Hp1ruYscLmCXJfayosTq1XM2NgGVy
575582,39860,64.73,10,jh7zVd2ZRLRxiUQwyLv8mazH4QFCqHJWIPeS
575585,48661,78.02,7,LdlUX548Vi9RDO1ZswRoBgT9Pi11GJeohA1X32lMOAa
575612,29398,51.56,12,odJZansDzGtGw4LbikfpOV8E
575627,7117,80.15,1,zrlt2Ov2VzG29agQ9gQ9fibEkgmUqp2GgJw1zrfoNSUxD9JQIG
575628,19304,37.63,7,89uGS65xOUIiZTaVcAnWv6O29NFjY5w7JbNnn4facTIB6FPGBy
575659,49145,14.62,10,QoXH3yHwRjIuLnWUKCagJy3dKgs
575699,38298,67.08,10,nFOSOnRvqaZAMxjnbKN1ALBbo
575719,47242,83.55,1,dgRodhpSmE1zQQKmSB7q3iYkvVlZp8p9VS7B
575739,19836,98.11,12,0zaKHIvOCyIU1dtEDvc61jRAGb4YJf9aWQItBCR1
575743,35085,21.76,6,qvqifHvZmnUlzh1GFROpJbNBwjrv
575792,35025,35.5,12,IEYO2uLBwB4vOgwQiDPjJW1wkBksZj6AL5bD27YAuXy
575852,40249,33.68,1,5tOAcrctNu0HrkDMO5c2qBJkAl3aCQLW3T5QnMdeS
575867,17555,90.45,13,wHnsQ1vfFfil2as7UkZFjU9kdeex8OvMxfCoWpYPekyaBhqqAT
575881,4786,55.63,12,Q6WKfOGK9JihqbfQzM04cswhzDYER
575902,1101,87.23,14,eru9hulQpzfdMplrE7Gl
576049,25965,77.07,13,vgRDRV7wocem10brNaACJZoUfkF3pS8Kn5vMpk76EI
576051,46827,47.18,7,2kcxP1qNJ0NghU1eDH4rTCGmeumX1x66QWB
576077,4922,45.1,8,1pIEuo3AqZ9bNz7kVVL2RniI2IX7o5k0
576092,39865,12.47,14,1MVnUe62f8wJ05wtZmebb
576102,13967,32.06,14,rLzj4lqncIIzTKgJv1vJY6H
576119,47979,83.17,15,wn32JSoyKHWjl90pxqYDAzh9OsX6VzNlx
576190,48673,85.8,5,T9FRzAjUyyzYEaidf2Zok3HoZmwXxOaJUQG
576209,39006,74.95,11,LR9ZkLpf4isWotZh1ZpHYkG1MaGzkchZD
576210,5572,28.63,10,fn227SfIhbJBkp0ABXS0z3ZRrUjhr8DmdjlDNThuFfXEd2r
576218,37706,99.65,9,Gb9Ft3xFOOexTf9FccnDBEN3RDo80a35a9m1W8TyPl
576238,27046,94.9,14,EKHbx4sqKyvLaLQAvPU2CBq0hHsLofybfjlIi0oKw1Ads
576253,17706,99.53,2,Qdu0LS3Kcoc4JdHRGv4Vp
576259,33160,36.4,10,HP9Xa99biJ1SV7QKieeXjsHpwraUpboi8RQX8
576303,46639,80.61,14,6Xkq9G7dtnVoO66dzK4tHxTn
576326,16351,43.87,3,WiQM7KRjo0z2k2CPtzNre9yvvnvO
576336,13634,87.66,7,5s4PjKdojhlfPOV264BfWVnsZ9A5tV
576363,1593,98.72,14,46Iq7XRbJJOcqhKHVy6Nw9tDOwJRSlJARJbhumUr
576381,31636,33.04,9,kDwPoVO7UR3SJB4o7qBMiNuM1jj7yaDXwr
576396,24814,33.2,13,abW6COTM9jc6Xiqjev34d9SqtGTZNyYjINwOsJUyr2
576417,11645,96.11,4,AZMnhZd3YIECgaXQ8u8L1KBsbBP3bTOSRvzXPwYnGfSITRn
576436,48033,44.13,8,FRcnwUVUUePIfNj93tPOUdSqyqieScURyMCm5dv
576458,22985,64.36,4,fml2UktTxNzPwn8xBmOrrFk0yicWt5oX6oQm7HMx7iSaAQyiM
576464,39601,48.31,2,WF0k6Znd29AS6YlWCa97v7o5oXM2nj5vtpSXY
576465,32889,18.33,3,5o2HSTCd2CI5fNDc0qAuDoQJh2Rsae5Evt87pb
576493,21640,51.38,9,AA8DRstuOQk8ANrCEEHXBKll1NP3Btyqxv61iL2WjJH4VMVZML
576523,7557,39.01,10,c3YnkduFOXGofctfHFIcEDJE8CpojTleF7Ns8Jt9CqZLejU
576559,30941,48.76,5,oqrTnajKciMOiUvbzSmw
576562,31148,35.61,13,VhMknjM5Rl2HlRAmUIzquimNGvhpdsf6h5m4
576603,48639,53.36,2,zb8LQBX2BHdCmi3I1NcsloBZQ2KkQLdkTv
576657,29815,43.84,9,rWPUw2Zi0OodZBdRA7xE4srLDi5IFFQ
576667,3436,86.92,7,AiEodRYP467HqReLGPbjH1CXdAp5sKpzhN73
576705,36335,16.45,11,ktBCSQvRE9wEMBI3xlAJjLxwCXp9w6bwk1zatVCxANEdts
576713,31143,65.85,15,d8Uwg4Hx1ff1anPGWellP73M6JCav
576718,4873,77.82,14,CP6MWKYIYJ1N3PSGMWPCKCD94Ffsp3BgAfu
576723,513,79.47,5,4uJSAiYo6QhdBdLeMJ6E2HLG42eAS2SAIQB7
576780,29578,85.07,8,85vhDqMLbXIEaXFceFuN
576792,31639,16.07,4,ZOpBNMncHw3xEpeLhwB7MESzhCDSCY6pykVwdP4Qzm
576795,39309,36.66,8,AegnsglZgA1SWdF7QhsQSWfHplhllTgq7mcZAO3PEVIlHEQ
576816,23687,43.23,3,aNXC5dr8zvOfuSVTbHXFr
576840,46913,14.38,6,a2qA3EjeHKpQMJ6a6q32t
576843,21442,26.4,4,ukyBaL1MEFEn9mLSN3nSI
576845,46377,54.47,9,obwOuTuEysM9CZXWhpWoKqMEqelgfaL6ZUaWETd2
576863,24166,92.09,4,5VmiE8BP38BOjKVecAOX
576872,35476,29.03,8,SScHXN7NbUwfs9zMtE40lsbktGNKLE12QBUu
576874,34917,59.34,4,Nw4I90NcWw9odJDErCQYPmWnk05TUdosIUKKtsRKNWeMLraMCw
576882,37491,58.34,13,xlF4afVvGc3OugoaCn2nV0hQLeGseIqzmCuVH
576913,4940,38.56,11,H7Jpr8fRLVXKeiA5tDnewnITw27zR5p6WugcAllzWA9tz
576920,46182,53.18,3,dhwVCMqsFeTb9bis6ALhfdr23HE4N8kDOpmvgxaWhNfB2AsHn
576959,11408,56.94,12,Ax8PdBTizbQQUUiwNvUGF4
576972,22416,35.58,14,e3tL5CD8JpVP1ENhSQFZvR5wderI1ysEsor41KihHn1E78HUc8
576984,37913,89.42,3,iAT6SHSgt79LBc6oLPdf
577000,46800,60.35,6,4vk4286D6GZC6l5hKXkeaPLnI91xKmrANQdmhWEdRPrYvXMC
577007,20771,68.14,15,xnWmSC7h1wD3Xk6EmcpXa9WYtH5oepCjeKulObN5dePGt8
577008,32243,19.98,5,Es09e3QYzRRw6BgX1KNMebpPm8KD5EOiMR8lTpLJs
577053,30781,65.32,14,tVStg8V67ESQ3IVvDNpcDL
577101,42399,12.9,12,ZHU6SpSRi58Mj9AjHvRg3i5Jvbq6yXCmjrgwqOqVIbgHNjMy
577135,24348,90.74,5,clDIG5QBMnhLyupPtYn42gDCpHMZb3TtDueuuesSE
577138,13838,55.35,5,mYlk8KU0LVzIGwcHKQURTy7E2bELyQe7vVHjGycvIkINIplIv
577142,38496,49.83,5,VGnarnlwqXP9vCTtcFcAkWujtc8jMbGT4pMT
577151,44335,99.46,4,4VFheWymVTNIk8fPfLmu
577166,26591,69.62,9,1QeVUZNPRWs5BBdY8Kd5OGNzMh8aIRuVNTU
577240,48911,33.94,5,OlYSqNiJJHb46F9Y0LdEPkdSTk01
577271,31756,11.89,10,u4LtWv0yVM258P6uqLk0Zq2
577294,36463,50.42,6,h5ndqLOWosr1izLRpicukPy2rBp3lWOBnas7wPZ65owLbDFGdr
577323,7015,58.4,4,WEbrEb3lHM0WM9uFDp745dBbkFInbOH5
577332,35783,41.07,8,7po06kZ3izwEymYZQrc5wey1d9yJX5nl3MoQIy4dyRJQyeZvu
577379,38096,49.05,11,lAy3graNf3QFpKk1ifTJlGyrGpB9OXjiPp
577422,47693,34.57,3,vrbr01WnSJw7LsdReDx9rid
577428,43933,43.85,1,VnU9SCFcc1rjrW3zd8h4qTt71Wbmq6qxKLfv
577441,18972,23.36,15,sHxPG8jFHcuRZzmzdxRMHyf3Gh8MfJLJy1LaThapxr
577444,2016,46.33,4,F3WrAxReVdDZ1DmY13W80
577452,8034,94.7,4,me7IssZllvL9l4VVsUDKd9MU
577473,6565,49.79,10,Knzx6khgEyfaOzrle6W9N7z14khvAUYXS12wHO
577508,40923,27.66,6,LeXtgpAITFRFYOAYnDiM0C0twD
577512,30855,46.71,14,ybma0wwAO573UxNHmHR1Kx5u9zBgruH
577526,12687,62.05,2,mMfdjK4gTzKZsDEmho3Jt
577594,401,30.9,8,KuebqyHwgyyLiUnbEBnP8F6HCWRFCCreaT0yOm5vpSwr85kpFB
577633,134,28.94,8,anNE942QQjZTMnWZ0Mv9Eqnb0hfa7Z
577638,3935,58.23,2,XkgOOKEl9cD5r6mNFchc7mRnaMngayg80HVhzv3CXstmXCB
577672,26929,43.4,1,umdyqgssBcyG7qaZNHXlGu7O6ErDxav0m81gWNzscMgJ4R3iSr
577716,43059,92.09,11,SZvwt6hrmchVFS8cA93I
577730,6077,93.13,10,IkCRDWUwuvm1ILHlItkYl44oyEdUHYdKFM
577747,25874,51.23,9,gGcpWiB9p5Fpv6JYJ2YhuY5ZAH0KudtRBXQH
577752,14683,25.46,13,TECKcitTxIZTDYPFYDrBYeH26M4Xg
577781,22160,39.08,5,GlDxu04WYwyQOWltEtsmRQdg
577807,9538,78.22,13,LI97mpJda3yHaiRtgbamqPh5JtDJ21VWHG8Ntwl65cVI
577816,8710,43.14,4,iBpSZax0XlufKViLVM9SddYCbR88oiV2eH2Rp
577823,30644,16.38,6,JuvSeofCHYNQ8xgOy3IhIDOnVqnYKHB05jAJU
577826,10710,98.34,1,rzgYKAuwZiFLHa5ZIPAQ
577831,3451,75.79,10,f9bqugDC1L2DeePF6GaS5Hsz0
577846,25145,85.25,14,QZngvB49wCoN04AVXgeXU9xCxly
577847,17361,36.9,11,SZmb9ELxiybEs3DVJF11jt54fM94DgVcYQbzbYozNXE
577856,25339,29.45,9,caYRksVpcwxWSdNL8dyDXEAcatiouWo
577859,37998,59.44,10,1QpYbjLpGyfprmqLSnLbhEmIMpr2ea8bx787VnjkdMbc
577885,24186,41.58,1,fIUjyrmHy9cDLTV2RKL7yNWbFRh7
577887,41485,33.6,15,kCeXiS4QQpEcc4G8zbcE43ChdXyIfACoNDOIoesAaOxMk66K
577888,22919,49.71,6,vfv7Rm6jRIDEni4q72kdewSICsmOhlLVkMDeteKywyQGvFFV8e
577941,49687,89.72,8,5g8oOwdpCXwqxonorSsRZjprpan9p7TTL58n77z83R
577949,15937,57.24,8,wKc9TYN4iBkXiJbh1xRPax3RhRGoGz5K9et
577968,26851,70.39,9,qJgJbYeq70THO90MACN7k2Xd3yhQSCT5C96blrORuL8
578007,30938,10.79,15,LdZwkGxdyz1vL8DlVqIJv9rX4CqSWutmSfBmsrVm
578010,36044,47.29,3,uCQTq1rFrm4Pw74zC0Wg34Vc
578024,41768,78.22,9,5ZCQbKOH0jPwzs1BzRKVmhvYMOcN76FWOvnX0l
578039,11645,93.2,10,hcXqOKpCMgJPf3aQZFB1XmgnJfRavyV5xLlF6xxo
578104,45564,81.7,6,b2cChD8R8YuvxKhIiMl0gtuI80wIhUfpncQkEzVwvO
578113,20377,41.74,6,0qiDg1y4RharKzPEszbAm7hvpmT
578138,17310,31.71,6,08rpwWGehCm0baGzHNDVunBqPF4xTiAQRy4YPiFia0uK
578143,24145,49.83,14,zia5qDM21sPHpAd483U3D7aJT7CbZpMi27LLoHp7
578199,28406,54.51,9,1cnbz4wzB3paE6jUwhaDrzYVd7beZCw2
578229,2234,70.35,6,6bvXOm5gd6l9X8suFFWJz6dNZlqEquZH18tHgVJ1VA
578230,41900,98.3,5,IGWQXdQLM6kDVIKdbgVx8Mi8UBkmfoEdB
578239,36653,63.42,15,iJRiq8t7jI3gxPwXzRhEHHxXpXyogNgbxuI
578258,47598,92.79,2,2P00xzK2IFlzXQn5TOje7xzPbuYTpOsFY8lhc
578266,37578,86.91,1,Tol243jC2PrWCfOf81maaD0
578316,42893,83.23,9,HT0Yzg2J4K0v398vFvc0IpFzvidT1Dg5tsyr35g6hQyvPHB
578369,4492,88.71,12,ZfjqBzoSZ9ktQdmIaelWOtLM1PIbc6Bm
578378,41195,91.34,9,b19CgRPBgmrl55EEWZ0B
578387,16514,63.86,11,3OnvMVjhBywhouSKfDbaEJEY
578399,40811,99.38,13,o5O4l0ahkKjFUXWa9asFZkAFE97mDoZYqsxhXZA2hx1KXv
578426,45738,41.56,12,iPweh28Sbqy54BTObWo80rKzOMPc09EsZzC5CIwIl2tuEl
578463,27931,47.42,7,Si1cq2BRVsxUl4JJUJLSchgnWvWk3lsv8gVXjHUU3hBq0
578471,6622,61.43,9,nD0QrENy13wvrfjfizDmocg3aMchlOw19a1mo
578480,36235,95.89,12,XAqCSrohmMGtcwoPrdRhixU6gVcxnQd6g
578517,36651,75.74,11,x5rFdig2ZGUVE9nkl0ZfyOJTtRrjw4Ltj
578543,32325,32.82,10,VfVdLMGcZfP6mMepVsWijTngtgSAPDE4oYSQq9X5jqiHmAj
578548,12195,12.36,11,OIrmp8JnKfOrU6QasmHCjSz7VnTRq
578561,23825,24.3,7,XNNAkRtwgu4hsSqSzmFaqG3C
578573,10704,79.2,2,lFaUzzd2rdbO87HyLJbC5jeuCMG
578580,28089,84.29,13,uJz1XNSRaZOSLtQFgwtyyPbbbLWDYMzh7un8raxL0X
578590,38046,79.85,10,R6ngoQgZa5mszgPaldxRaPhMj6
578612,42143,28.17,7,c4HqkbJ12y2is7G4I8vYBZIX4kirffbDGJEgGUw0YYPqz
578623,16154,56.39,9,3FmkyujnS6xGVQRl1gFXD
578672,18237,75.97,6,8frOsjvZ2n1Spxnr4Dynn
578752,17064,12.94,11,zPUbwU87LfTZKf11guqsmuKsiqLASKfYNljaiPUYWsZG
578756,35546,37.09,5,qFUrq98JbHh621JJewIGppSHOLFj3OLGVKYY7
578824,46566,62.51,8,asG7bdNTrM8vpxOlWOlJaUk7qCzH7wPhV
578858,30182,79.86,10,hgTESl8MpplIfnJkga4s1sVrA99LiwqsDDW7uhGRq7ES54X
578888,5188,89.49,1,0y5yB6Cm9otl3h3mlAh6R0Oa
578903,41011,40.73,4,vWDQAEbKNDs14G9O1tJJZCjmxodsvtNj0rraETnqtHx
578919,42138,20.83,11,NugJHLArzUedBFJwLpBizXsZM
578977,25464,35.35,7,SKLZuY8hwSbN9Uw9AqDKnGh4HN4OZIVqZORgQ
579044,34664,96.39,7,FhpQT3W8jnG7QxpEfYlHv3FyJbjNmV
579083,43162,17.51,11,tdZTZz8aHKReykhp1j2HSr7pYH4IH4RhJL
579094,2894,70.75,8,a9Ef9M4NWytVUFoNoaU4GWMNhXEnLGzdSGh1TCZ
579096,27830,28.79,2,pTLS5Fmc7kh1PTI2W0dZM
579122,15369,15.59,4,Lcy6n5n4ZDfRSApmIcVzjySwsSguxr8Z75jqQEHES
579140,35510,60.18,14,0NGYZx9xDOypdpyO1C7Qs06rE5D9wA
579174,39365,96.82,11,mIbF9nCNlLQOscldQcu474XmpUcEZzPPrLMbgZS4X4NakrH
579179,31160,73.39,3,lvyMG3kDsOrlD2pMJOFafJtCX7QnL
579215,16398,84.29,3,HqN8I16kp9FWlrrl6Gt7s9UsF
579250,17784,97.16,15,URVfHLsA0D93SBF1RFmU
579252,44166,94.58,9,GWPADvfraVTGWQNA7W3EQ9PxQ8CGpxMQCmO
579256,2088,60.28,13,wZBZmFXlwQMrRLFkNhCJcfPhJTLH4OrRpX9jwWAL
579258,30796,79.15,12,f4Sx2j0CJahbNOwAtmfx8Y0ExtUC2Uxhcitvw6pIzCR
579266,30570,77.49,2,JILPewcG9GOdY8ul6IrffD4pmiZwwyf29ZmiY6NuuHhemuVZfD
579277,21722,94.83,15,87vGK0XPE7xtROB2hdtS04FVRTlt5okAqKSlkS
579280,19569,25.19,13,whYzwxwjRKkSuDGTb6xW
579337,27856,69.65,13,c0WgmwaWYTl1ZQBLU09Zq8RLmykVLDQ45UUUG9yH
579347,6081,42.81,13,yEgxDapeol3bUsbGQa7evcox4tspLVPTfbC1ghTnpyk
579348,41206,27.17,11,w83vZuH1Qd2LZvVbkN7OFJGAaeCR7pgNZWz01VBWGv3vVWl
579359,49922,21.47,3,aSbYLja52kZSmVtSvFK6MyWAVyB7pLxIEWymNX0fP4n73
579362,20419,33.6,8,FvpsoMKUTEJD3r1r7t30bZLbD3D0ln5cOi5gJcWsRKx3IB
579382,27062,74.19,7,RvgSk1JABqkTCzABVfD7r8UhCQ2pIFFcZ2AS91rIRLT9OGAoL
579388,45548,54.33,14,wX0TuTwBddjLhc65jSsQ
579400,33564,43.72,13,fzMV2teH7wW5NgGAQ4jORRqN8s1jzmXa
579416,30489,74.07,1,vGkiD57sZZoBwMybqKtCQsmHVrhZtI65odhdBsauSxsJbwAFk
579424,583,37.65,13,SC9Wq209A128ZtsfkZb9rQKl8j3DA0
579431,3377,79.36,13,AWu4BYBbrAh42WKHS74ATqinNvpeDOZihq60lU3FF
579440,48961,18.69,13,J1flIT1qSUTzeiPTz6m3Ic8cv
579447,33369,94.91,1,2bNg4olCFnJY5IJx7CcAh
579476,67,24.58,12,yUuy2v16Dbbixp9ICNo5zOWwVxSytjnzlTYCW
579477,29668,43.06,12,AujRGe6LPPzAUxf60gMJmsZgptxE
579495,21859,81.94,6,iTXHdxiPCz12sXn4xCCCIls5tAiK10
579498,43644,93.03,2,IS7NNDnUEaeSDOSEO8xLBJBc05VrX2We
579518,4165,75.97,4,aEJUC99WtTK7m5exukjaPPJEk
579522,17219,48.01,6,HTH5qTKkh4IBaHc0BTTERXkvvpNPG6NNUtz9m
579556,46612,19.09,10,CUhY2SUxom1MD7xU0VXji
579568,13217,99.55,14,bgeqsDkH4E8E1rviwyZvKOb
579601,27444,48.91,3,XLof7Aa2xlESfxL45MJp6q3D0A0cev8YBNObXLOG
579606,21176,99.93,7,uR7lTgpsKDMZDr3z3TM5EjDWjtPgJUsuLgpXJGlKSqLioI
579610,38115,79.37,8,YE4wp8sOgJixFgLK2l4EfDIzhkI2QDMgWrIlHgD7Q
579630,1620,53.35,8,CiJxzznUCpypzdM6H53CuWv12WCRAN2NzlQksIPHDDr
579677,4043,50.31,14,jmoEoWpEsYexPZjBiMk42N8Cz4FhoFMwOoCuvkk
579715,10084,68.02,14,EE6U6ScoouexoRKYvQ57kn0v6nTBb2Bf
579726,13119,15.37,14,DlL2Is1rBahBwt1LOdoet
579774,24698,77.52,12,xGTVFEchC7LjdYGTfBzWiW7iksp9UbQSvqavcLSGN76e2
579797,43171,24.09,15,oaW88INDEN4iEEoJ7LYZ4sKa
579812,23958,77.26,13,628wEFNGZwsM7AKPITZUrib1EijTkZeJy6Gdd
579816,12344,46.55,3,mIwub5t21Iz7PGl4Pdjd62mLkLjSVme6Lu1yOsXM3RsPjKOssP
579828,13057,86.85,2,rc7Se9ZN8lUjmNaXAGGlbn3AdIIkDoGhWdltDHTpErlN9R9
579856,29491,44.29,13,yMfGHE96NMeaqLu7DyxJgDHxvv4ccdSTXakyt
579869,45086,23.28,11,cdJle0mlrBbn5bErYXfyI87SdeBqAbr
579871,33969,85.26,1,mwJlVUyL9WWvOO3xJBciv6lf0hfFFNi
579893,16068,81.94,12,EpRWhnIUjL6Ubj13nXfX6uEx4UiyX
579902,17079,22.65,9,DXKHbtgibxji6qWmsKqtsvstN2hPFL0dmifP62C0a
579924,8818,77.26,5,mXUabpBaHoojfzs38e3FI6Fdm0XW
579925,16893,74.08,2,V8xwn3fcSMHCoa5vlMIww9yqpRRaZ6p2qnj3j
579950,23482,76.35,3,3atGPF6GuzByajLAyNaZjE
579952,38142,94.6,9,JmdosZr1e8i2ul5aGVmSUsr
579974,1677,72.01,13,TuXEnmUPxh8SiOPS3CA6hiPHcGmZf3Dugntm3i6QGxZIMh
579977,15603,31.81,13,rDRwerjnT7zCbqZmoc2SahGK0ZLq1
579989,40620,95.86,11,ZJnNgjrFFq6byIwOCav7XORjPHfh4w
580049,10224,89.01,14,NeKUTdGeTxu4W9xwrW0F
580050,21624,54.33,4,ZSHNtbrGpYglX2Clb6I9UYsFdBeDt0akY4YHsiV
580062,37356,63.71,4,aaA8KnDSUKMSS7fcm8L596aeNmXlkCOptqv3l2d9GU
580095,31767,41.41,14,4OLezzsu28vzPNqdo4V5S6EOip3
580209,23446,70.18,13,vTJq7q3WrVGjIqEKF54u0aDH1E36Z
580210,29344,61.47,8,89XWai0iiHC87p5TWpXPBi3BbriOpqliF6tvf7soXq
580213,18718,66.02,12,xluQ6GiUPeV1VLYMU5wypJjG7
580214,48567,85.82,10,Rx6yHsQGnOaROvykKnmH8UnKIAnMAUkOm
580216,21576,34.61,15,f5KqKytcsVOb9u0qZHLvP5GkfK90
580233,18495,42.92,4,3GafJVAmLJm9C7devnYCH
580254,44482,96.07,9,WiYMPuMWUkAG4DjVu1Vpl7cssVs2FdB6iowrIQ5g
580276,6944,16.96,6,GeQAtFK2xLpOHSQpM1hIc41XmLcp
580288,6722,75.15,15,fBZxHYAuQQsOAp0aF6EY
580319,40155,14.9,12,XTPPnMo7cJdPFKIqIg3NtZ
580324,41400,10.14,12,1ojmVsVlB1JibFjiEfu14j0NfZY8ItVE1MSB7zAujtf02MPC6
580337,41401,83.42,6,X67lAaDe119XAN9otI32wa7umUQooBoh7tq2XkzJMq
580357,13877,51.5,5,DlndEpCSqVnH5IzrLRObgRhhpLnuWazu7PcOCY
580379,4523,97.0,3,UKNGhErAm53joGWGxd0u7EX7jnQ3Eisfw0PKAJjPwLO
580385,49957,99.59,10,MXyKvTwy4CcbqB77978oSAjFf8m1fwieiMpq9Asxg3iLevdqbM
580388,36643,43.24,4,jk2Y2dviY9UqQKy9jDli6CqE1I1RnK8sdb0CntlR3nKaFUlV
580408,8258,77.7,12,yHvHtFYcpKXRXclCcxb8QPHBvOft5fpilWr7K
580417,16810,37.25,9,M5hMPS8v7Tg6NKz5Q51iKxMUqPdzOaidH
580418,49643,92.26,9,WC1zGFhDQkc4FAwCGxB0CWSvZ8V4WTvvnCYPPIGBOOmxT
580467,13051,35.3,12,yUXinTJkGDxeBkbJwgofDgc9eLdGT
580489,2395,65.99,11,S8iFHZuGWiR4yTlRAhJnatOYa2T0D7jEyheR1QYP
580513,31640,39.16,8,wkhNme83ecyTNPBRyI6dvFboXXUhsXYqr12fflsj8bimgxg0zK
580578,49494,99.2,7,1L7SXFvmp6DQ0kfsh5TMx5V
580617,43261,65.77,5,H6hvnIKknIVgwlXoJtHXUICbZbko
580656,17664,81.03,11,qliCY0jTmcUuCOvioWWX0cGIYw7Pu3
580661,21451,54.25,1,oDbCSzZ8OQiyE1BxvUEL1iGOhi3aDSnIe
580775,37659,22.48,14,Zho6oo2hguMI1R1ioy8Sbtk43ihZBmBrXIGP0nFIcjb7PIex9P
580816,38077,38.09,1,R927mfrCNMEynkrVJEeAWspq6ZABp7wKQewaNPSyknO
580872,36036,89.31,7,iqzx77FU5Vxv1OZ6hG6B3k5AEVkMM
580924,16909,46.82,10,ju4VPqzVFRN1Vvq3OR1jyUN7uSF8WKaSOxQmIIx7EgA
581029,44209,85.63,15,OFNFGVQB1KelyAFQr7pJjEqhJhVLWyANfH2qux6j116KkGq
581039,28409,36.21,14,lUbCDgl7yfBnJkC540hU2b
581057,40822,89.13,4,UzP9lNWygexWrsrqfbbzd99GVih844cNx7NRF3
581099,9830,29.78,8,ZBlaOl7H91uA5qPfBgO8NIIC
581147,34221,67.13,11,xkTpKVLQ15nO7B6Gvq3NYcB
581163,21206,84.35,14,IFY5L1AFvDIYjZbF7rEZB29Ro0XFR
581194,43210,14.29,3,L9iqRp6onVIM7HTmHeWXzRzJfhFHPuZuupF17
581203,8388,88.43,15,DOY5B71KzRS46Dhpx2rfmvrjF
581206,35321,58.53,5,jzFYtWIBiFD5c7cZnBK7NaRpYgYG5GJ2gg8WE66gQV28HXcOs
581271,4623,32.12,4,srVplnEF1FFotQHu43G2X25uSuXWySQQ3hW0Oxf
581315,12885,23.45,14,CZLzgAjLz89NUbInS57V9xmUzQ6KyWuvL60jAIPpTOJX2E
581338,44968,43.07,2,s8HPTTDe0FgudS8rR2XGOHAj5fS6NhAct8QNc9PbWogjjZ
581362,304,33.06,12,ZgA8NrsdrvJTMgqUlr3kpaA69OCXO5pSlcSfE8M
581364,39488,36.76,10,Kzl6956IrgBLMDmiUcsFdWxEzvSQsuGy8EYwY3Ev604s9
581369,39664,81.55,5,aZ00vtFRrk5Fn7QuNPIyI
581385,8379,61.88,3,ivmRCprD4VDgG8IgQWnMLxaE8YiqAnw6JSRVz6BRmP8VcL
581390,23884,50.28,10,1YaPV1gUIC5rkR4H6cugwutdpqxEGUfbrYTqYUJt5T
581405,28575,51.08,9,DXx3Om7bcbD5XOGpgKj3NkpXEnupXUCVwCE54M92l6
581406,32313,35.02,1,huSEHN1PHW256h5iC3IoD0pelvSDQjW7C4ma
581469,25422,83.5,11,2QCGMpl8k7kRZBUGdzowHK
581497,33786,30.05,15,EinggCfOwJ9wGjvx9UnwtiVg0EllIc8J4jJWfjPoSrR5L71C
581540,30431,56.02,3,YiQ4E27ou1F8wChqCYF0nNqYNcTfr
